Store ,Item#,Item Description,Vendor Item#,First Cost,Selling Price,Inventory Qty,Inventory Cost,Sold Qty,Revenue
443,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,0,$0.00
443,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
443,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
443,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,8,$30.00,0,$0.00
443,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
444,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
444,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
444,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
444,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,0,$0.00
444,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
444,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
444,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,5,$22.50,0,$0.00
444,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,6,$27.00,0,$0.00
444,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
444,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,1,$3.75,1,$12.99
444,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,2,$7.50,3,$44.97
445,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
445,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
445,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,3,$8.43,0,$0.00
445,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,5,$21.25,1,$14.99
445,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,3,$8.76,0,$0.00
445,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
445,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,6,$24.00,0,$0.00
445,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
445,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
445,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,1,$4.50,0,$0.00
445,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,0,$0.00
445,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
445,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,6,$22.50,0,$0.00
445,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
445,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,6,$22.50,0,$0.00
446,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
446,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
446,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
446,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,4,$11.24,0,$0.00
446,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,3,$12.75,0,$0.00
446,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
446,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
446,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
446,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,4,$18.00,0,$0.00
446,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
446,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,0,$0.00
446,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
446,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
446,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,2,$7.50,0,$0.00
446,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
447,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
447,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,2,$5.50,0,$0.00
447,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,0,$0.00
447,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,8,$34.00,0,$0.00
447,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,1,$4.50,0,$0.00
447,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,5,$22.50,0,$0.00
447,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,4,$18.00,0,$0.00
447,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,5,$20.00,0,$0.00
447,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,2,$7.50,1,$12.99
447,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,6,$22.50,0,$0.00
448,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
448,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,5,$13.75,0,$0.00
448,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,3,$8.76,0,$0.00
448,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,2,$5.50,0,$0.00
448,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
448,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
448,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,0,$0.00
448,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,1,$9.99
448,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
448,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
448,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,2,$7.50,1,$12.99
448,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
449,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,1,$5.50,0,$0.00
449,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,2,$5.50,0,$0.00
449,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,2,$9.50,0,$0.00
449,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,4,$11.00,0,$0.00
449,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,6,$16.86,0,$0.00
449,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,3,$8.76,0,$0.00
449,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
449,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
449,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,2,$9.00,0,$0.00
449,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
449,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
449,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,0,$0.00
449,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
449,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
449,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,2,$7.50,0,$0.00
449,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,2,$7.50,1,$14.99
451,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,3,$16.50,0,$0.00
451,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
451,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,3,$14.25,0,$0.00
451,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,0,$0.00,1,$9.99
451,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,8,$22.48,0,$0.00
451,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,1,$2.92,0,$0.00
451,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
451,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,2,$9.00,0,$0.00
451,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,7,$31.50,0,$0.00
451,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,3,$6.75,0,$0.00
451,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
451,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,1,$3.75,1,$12.99
451,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
452,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,3,$8.25,0,$0.00
452,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,7,$33.25,0,$0.00
452,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,2,$5.50,0,$0.00
452,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,0,$0.00
452,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,4,$17.00,1,$14.99
452,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,3,$8.76,0,$0.00
452,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
452,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
452,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
452,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,7,$31.50,1,$14.99
452,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
452,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,0,$0.00
452,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
452,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
452,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,2,$7.50,1,$12.99
452,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
453,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,3,$14.25,0,$0.00
453,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
453,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
453,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,2,$8.00,0,$0.00
453,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,2,$9.00,0,$0.00
453,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
453,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
453,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,1,$3.75,2,$25.98
453,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
454,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
454,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,1,$2.75,0,$0.00
454,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,2,$8.50,1,$14.99
454,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,1,$2.92,0,$0.00
454,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
454,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
454,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,2,$9.00,0,$0.00
454,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,1,$4.50,1,$14.99
454,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,3,$6.75,0,$0.00
454,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
454,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
454,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
454,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
455,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
455,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,2,$9.50,0,$0.00
455,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,2,$5.50,0,$0.00
455,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,5,$21.25,0,$0.00
455,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,2,$5.84,1,$6.99
455,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,1,$4.50,0,$0.00
455,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,3,$6.75,0,$0.00
455,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
455,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,1,$3.75,0,$0.00
455,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
456,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,3,$16.50,0,$0.00
456,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
456,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
456,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,2,$5.84,0,$0.00
456,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
456,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,0,$0.00
456,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
456,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
457,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
457,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,6,$16.50,0,$0.00
457,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,6,$16.86,0,$0.00
457,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,2,$8.50,0,$0.00
457,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
457,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,6,$24.00,0,$0.00
457,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
457,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,6,$27.00,0,$0.00
457,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,4,$18.00,0,$0.00
457,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,4,$18.00,0,$0.00
457,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,2,$4.50,1,$9.99
457,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
457,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
457,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
458,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,1,$5.50,0,$0.00
458,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
458,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,2,$5.50,0,$0.00
458,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,3,$8.43,0,$0.00
458,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,8,$34.00,0,$0.00
458,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,4,$11.68,0,$0.00
458,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
458,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
458,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,5,$22.50,0,$0.00
458,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
458,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,4,$15.00,0,$0.00
458,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
459,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
459,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
459,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,1,$9.99
459,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,0,$0.00
459,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,4,$17.00,0,$0.00
459,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
459,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
459,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
459,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
459,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,2,$9.00,0,$0.00
459,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,0,$0.00
459,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,2,$4.50,0,$0.00
459,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
459,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
459,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,2,$7.50,0,$0.00
459,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
460,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,3,$8.25,0,$0.00
460,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,4,$19.00,0,$0.00
460,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,4,$11.00,0,$0.00
460,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,3,$8.43,0,$0.00
460,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,4,$17.00,0,$0.00
460,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,2,$5.50,0,$0.00
460,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,2,$8.00,0,$0.00
460,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
460,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
460,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,2,$4.50,0,$0.00
460,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
460,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
460,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,2,$7.50,0,$0.00
460,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
461,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,2,$5.50,0,$0.00
461,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
461,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
461,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,4,$11.24,0,$0.00
461,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,5,$21.25,0,$0.00
461,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
461,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
461,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
461,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
461,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,0,$0.00
461,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,0,$0.00
461,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
461,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
461,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
461,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
462,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,1,$5.50,0,$0.00
462,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,2,$5.50,0,$0.00
462,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,7,$33.25,0,$0.00
462,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
462,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,4,$11.24,0,$0.00
462,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
462,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
462,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
462,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
462,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,6,$27.00,0,$0.00
462,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,4,$18.00,1,$14.99
462,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,8,$36.00,0,$0.00
462,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,0,$0.00
462,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
462,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
462,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,4,$15.00,0,$0.00
462,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,6,$22.50,0,$0.00
463,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
463,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
463,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,5,$13.75,0,$0.00
463,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,3,$8.43,0,$0.00
463,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,5,$21.25,0,$0.00
463,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,3,$8.76,0,$0.00
463,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,2,$5.50,0,$0.00
463,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
463,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
463,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,5,$22.50,0,$0.00
463,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
463,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,4,$18.00,0,$0.00
463,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,3,$6.75,0,$0.00
463,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
463,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
463,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
463,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
464,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,3,$14.25,0,$0.00
464,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,4,$11.00,0,$0.00
464,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,6,$16.86,0,$0.00
464,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,3,$12.75,0,$0.00
464,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
464,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
464,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
464,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
464,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,1,$4.50,0,$0.00
464,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,0,$0.00
464,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
464,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,2,$7.50,0,$0.00
464,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,1,$12.99
464,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,5,$18.75,0,$0.00
465,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,1,$5.50,0,$0.00
465,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,1,$4.75,0,$0.00
465,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,5,$13.75,0,$0.00
465,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
465,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
465,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
465,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,0,$0.00
465,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
465,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
465,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
466,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,1,$5.50,0,$0.00
466,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
466,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,2,$5.50,0,$0.00
466,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,4,$11.24,0,$0.00
