"","x"
"2012","Trump's Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe https://t.co/vrY1ydfJ3y"
"2013","Trump gives Genzyme rare disease drug a shout-out in speech to Congress https://t.co/ejmVJOLZTu #Boston"
"2014","Trump gives Genzyme rare disease drug a shout-out in speech to Congress: During his speech to Congress on Tuesday… https://t.co/mA4jE5yuMW"
"2015","RT @CharlesHurt: Dems left angry, sour and bewildered by Trump's spectacular speech... https://t.co/Qrtc0jmB1e"
"2016","RT @mattyglesias: Trump's governing strategy is to punt on all the hard questions https://t.co/sAF9b5GDai https://t.co/mmknIBifNy"
"2017","Liberal pundit Van Jones says #Trump ‘became the president’ in his speech to Congress https://t.co/AQdDUfddfW https://t.co/pmu7rQ0HTg"
"2018","RT @dcexaminer: Snap poll: Trump soars following speech to Congress https://t.co/PsQwpqSDXE https://t.co/ZcMRRx9itU"
"2019","Trump gives Genzyme rare disease drug a shout-out in speech to Congress: During his speech to Congress on Tuesday… https://t.co/dEl6g22XDR"
"2020","A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/M35GznT4Jm https://t.co/JsdzChmTIW"
"2021","RT @CNN: A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/pHVoc9mRrw https://t.co/GW6I1YC48B"
"2022","Group of women members of Congress wore all white to Trump’s joint session speech: https://t.co/3N6X4XtvUe https://t.co/kqK0sJvdoS"
"2023","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"2024","RT @FoxNews: .@POTUS: ""My job is not to represent the world. My job is to represent the United States of America."" #TrumpAddress https://t.…"
"2025","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"2026","RT @FoxNews: .@POTUS: ""Their names are Jamiel Shaw, Susan Oliver, Jenna Oliver, and Jessica Davis."" #TrumpAddress https://t.co/dAlG7hq9Sd h…"
"2027","Bernie commentary on #DumpTrump's #Jointsession  https://t.co/POR9nzvHqC"
"2028","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"2029","SEAL’s death provides emotional moment but no easy answers https://t.co/dw8OlqH2x0"
"2030","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"2031","What Trump Got Right in His Speech to Congress https://t.co/r741LVFcli via @JDaniel_Davis @DailySignal"
"2032","RT @FoxNews: .@POTUS: “Those seeking to enter a country ought to be able to support themselves financially.” https://t.co/dAlG7h8ytD #Trump…"
"2033","@CNN's poll said 78% approved of @POTUS' Trump's speech last night. @kathygriffin obviously is deranged. https://t.co/2rige9Vyht"
"2034","RT @katiecouric: There’s much more to the story of the fallen Navy SEAL Trump praised in his speech to Congress - Vox https://t.co/xDdAcqov…"
"2035","RT @Nigel_Farage: A good, strong speech from @POTUS. https://t.co/qKiLUd2em6"
"2036","Watch What Happened IMMEDIATELY After Trump’s Speech to Congress… #TCOT #WakeUpAmerica https://t.co/uD43bzw91h"
"2037","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"2038","RT @ZaibatsuNews: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/HDfdkoexdN https://t.co…"
"2039","RT @WestJournalism: WATCH: Trump Delivers Stunning Speech To Congress, Then The Unthinkable Happened To Him https://t.co/54P0Tgy5OQ https:/…"
"2040","RT @CNN: Van Jones on Trump honoring a Navy SEAL's widow: ""He became President of the United States in that moment, period"" https://t.co/Q4…"
"2041","RT @Nigel_Farage: A good, strong speech from @POTUS. https://t.co/qKiLUd2em6"
"2042","The two most debased moments of Donald Trump’s speech to Congress: https://t.co/pVvqulgYun via @slate"
"2043","RT @BrentBozell: The media treated Obama's first speech to Congress like a coronation. Don't count on same treatment for Trump. https://t.c…"
"2044","RT @RexHuppke: ""New Trump"" is nonsense. He changed tone, but I show how his words conflict with his deeds.

He. Hasn't. Changed.

https://t…"
"2045","RT @TheLastRefuge2: DNC Rebuttal to Trump speech to congress be like: https://t.co/mRfdEn1yeN"
"2046","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"2047","RT @LindaSuhler: Viewers strongly approve of President Trump's speech to Congress
#JointAddress #JointSession #MAGA
https://t.co/4jVHLqDwp3"
"2048","RT @PoliticoKevin: Instant polls show Trump's speech was winner, but samples skew R and Obama &amp; Bush did better in their 1st addresses: htt…"
"2049","RT @FoxNews: .@POTUS: ""None are greater or braver than those who fight for America in uniform."" #TrumpAddress https://t.co/dAlG7h8ytD https…"
"2050","RT @ejrdavid: ""fastest-growing undocumented pop. is Asian. I’m from the Philippines; my wall was the Pacific Ocean &amp; I crossed it"" https://…"
"2051","RT @chelseahandler: Trump says he’ll ‘speak from the heart’ during his first speech to Congress. And Melania will speak from Michelle Obama…"
"2052","RT @The_Trump_Fans: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/Lpj14GCGt9 https://t.co/Bc…"
"2053","RT @MichaelSacal: Almost every big claim Donald Trump just made was false https://t.co/xse63HzXCK"
"2054","A worthy read of Pulitzer Prize winning author and undocumented Filipino, Jose Antonio Vargas . Give it a read,... https://t.co/juKvaSzSnQ"
"2055","RT @Mediaite: Trump’s Speech to Congress Killed Conservatism But, at Least for Now, Saved His Presidency https://t.co/7pabfPalyg (By @Zigma…"
"2056","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"2057","RT @DemsAbroad: Just because no one shouted ""you lie"" doesn't mean we're not all thinking it. #JointAddress 
https://t.co/cuexryNfw5"
"2058","RT @politico: Schumer tries to throw cold water on Trump's rave reviews https://t.co/hwZWBHRkNc https://t.co/M2e5EC5r1D"
"2059","Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/YC7bej7RKY https://t.co/K0SKX69iYY"
"2060","RT @brianbeutler: Trump did not sound in his joint address like a president who’s aware his entire legislative agenda is on the brink. http…"
"2061","RT @politico: Schumer tries to throw cold water on Trump's rave reviews https://t.co/hwZWBHRkNc https://t.co/M2e5EC5r1D"
"2062","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"2063","Former President Of Mexico Trolled Trump’s Congress Speech In The Best Way (TWEET) https://t.co/Fo8oKbSVI0 via @Bipartisan Report"
"2064","George Takei Skewers Donald Trump's Speech To Congress In 11 Tweets | The Huffington Post #VanJones https://t.co/zBtxSeBzEJ"
"2065","Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/CTyldn3S6t https://t.co/Rfw8qj7MvV"
"2066","RT @ejrdavid: ""fastest-growing undocumented pop. is Asian. I’m from the Philippines; my wall was the Pacific Ocean &amp; I crossed it"" https://…"
"2067","Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/k4myQ3RhBN https://t.co/phEe0bYHFe"
"2068","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"2069","Democrats Remain Seated As Trump Recycles Empty Campaign Rhetoric In Speech To Congress via @politicususa https://t.co/eOEH4O9yiF"
"2070","Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/JpnFcCw8aH https://t.co/lUwBvSJgzB"
"2071","Worth a read. https://t.co/mqJEsVMKP7 via @POLITICO for Android"
"2072","RT @LiveLoveFlorida: https://t.co/82d4V8LQ9h @SenSanders he didn't mention those things bc that wasn't his campaign. It was yours that USA…"
"2073","Trump, in speech to Congress, calls to ‘restart the engine’ of US economy https://t.co/6HPmG6bpiU https://t.co/Xee7IiayxV"
"2074","RT @RexHuppke: ""New Trump"" is nonsense. He changed tone, but I show how his words conflict with his deeds.

He. Hasn't. Changed.

https://t…"
"2075","RT @keithboykin: Trump's speech was the 1st presidential speech to Congress since 2001 not to mention the wars in Iraq &amp; Afghanistan. https…"
"2076","RT @dwthompson1945: In case you missed it, Trump speech to Congress was magnificent, bold optimistic and showed his love of USA in red, whi…"
"2077","RT @FoxNews: .@POTUS: ""We cannot allow our Nation to become a sanctuary for extremists."" #TrumpAddress https://t.co/dAlG7hq9Sd https://t.co…"
"2078","Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/O3xsYBNNFU https://t.co/Hy4IdgBwax"
"2079","Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/jMWhS4Xw3w https://t.co/RlpoXXj7J7"
"2080","Ivanka Trump’s Sleek &amp; Straight Hair During Trump’s Address To Congress https://t.co/zzaH9wrMGT https://t.co/JMiUvFOaxD"
"2081","RT @FoxNews: .@POTUS: ""We must support the incredible men and women of law enforcement."" #TrumpAddress https://t.co/dAlG7hq9Sd https://t.co…"
"2082",".@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/gZK27O7P1n by #Henriklubo via… https://t.co/q4PseBWNMD"
"2083","RT @realDennisLynch: Please rate Trump's speech in our poll. We'll send him the results. POLL: https://t.co/MlQNpsYkot"
"2084","RT @AllanMargolin: At #jointaddress Trump touts clean air &amp; water while trying to kill air, water rules https://t.co/TdklLyiy4i via @politi…"
"2085","RT @AllanMargolin: At #jointaddress Trump touts clean air &amp; water while trying to kill air, water rules https://t.co/TdklLyiy4i via @politi…"
"2086","Ivanka Trump’s Sleek &amp; Straight Hair During Trump’s Address To Congress https://t.co/Q4NBCEJlze https://t.co/TBFAyafJal"
"2087","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"2088","RT @BoSnerdley: Two early polls: Trump’s speech was a winner https://t.co/Ks8dEIwq7s"
"2089","RT @keithboykin: Trump's speech was the 1st presidential speech to Congress since 2001 not to mention the wars in Iraq &amp; Afghanistan. https…"
"2090","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"2091","RT @PoliticusSarah: Chuck Schumer Nails it: Trump's Speech to Congress Was Detached from His Own Reality via @politicususa https://t.co/DZr…"
"2092","Trump Speech Revives Campaign Themes But Details Remain Scarce https://t.co/3naptcPqYD // you've been getting details But not paying attn"
"2093","OBAMA WOULDN'T SAY RADICAL ISLAM"" - PRESIDENT TRUMP SAYS THIS &amp; CALLS THEM ""LAWLESS SAVAGES"" WHO MUST BE ELIMINATED https://t.co/vZjEJIP9Tb"
"2094","RT @mitchellvii: CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/InNAV9eesK"
"2095","RT @FoxNews: 'A Very Encouraging Night': @SenTedCruz Reacts to @realDonaldTrump's Address https://t.co/oDr5doJKUN"
"2096","Van Jones on Trump: 'He became President of the United States in that moment, period' @CNNPolitics https://t.co/OYwuR6lsgL"
"2097","RT @Nigel_Farage: A good, strong speech from @POTUS. https://t.co/qKiLUd2em6"
"2098","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"2099","RT @darionavarro111: INDEPENDENT: ""Trump fact check: Almost every big claim he made in his Joint Address to Congress was false"" #Dems https…"
"2100","RT @politico: ICYMI: Our reporters fact-checked @POTUS' first address to Congress https://t.co/5B5ARQ3ybP https://t.co/e6iv9b6DUC"
"2101","RT @Deplorable80210: PRESIDENT TRUMP: Believe in Yourself, Believe in America: Trump's Joint Session of Congress Speech https://t.co/GE0ukC…"
"2102","RT @RawStory: ‘Not so unifying’: Jake Tapper nails Trump for ‘nationalistic undercurrent’ in speech to Congress https://t.co/NcTUuIeMFF htt…"
"2103","RT @LindaSuhler: Viewers strongly approve of President Trump's speech to Congress
#JointAddress #JointSession #MAGA
https://t.co/4jVHLqDwp3"
"2104","RT @politico: Schumer tries to throw cold water on Trump's rave reviews https://t.co/hwZWBHRkNc https://t.co/M2e5EC5r1D"
"2105","RT @Fusion: Don’t believe the pundits. Donald Trump’s awful speech to Congress was anything but a ‘pivot.’ https://t.co/LrprwPRHbw"
"2106","RT @pharris830: Trump's Speech to Congress Contained Dozens of Lies, Falsehoods, Inaccurate, or Misleading Statements https://t.co/8KWq1bD9…"
"2107","RT @CNN: ""He really stepped up his game."" Trump supporters overwhelmingly give him an A for his first big speech to Congress https://t.co/G…"
"2108","RT @FoxNews: .@POTUS: ""My job is not to represent the world.  My job is to represent the United States of America."" #TrumpAddress https://t…"
"2109","RT @faagifts: @realDonaldTrump *HOW WOULD YOU RATE PRESIDENT TRUMP SPEECH TO CONGRESS?? ((PLEASE RETWEET VIRAL))"
"2110","RT @politicususa: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/RXQLLGLc7P #p2 #p2b #ct…"
"2111","RT @BoSnerdley: Trump tries on normal https://t.co/o5uqYZuvF0&gt;&gt; Politico tries on snarky."
"2112","RT @NBCNews: Here's why the Democrats wore blue and red pins for Trump's speech https://t.co/SZwDKGXErB https://t.co/6CIGjt9qIF"
"2113","RT @FoxNews: .@POTUS: ""We cannot allow our Nation to become a sanctuary for extremists."" #TrumpAddress https://t.co/dAlG7hq9Sd https://t.co…"
"2114","RT @Brasilmagic: Donald Trump fact check: Almost every big claim he made in his Joint Address to Congress was false  https://t.co/czWKG4SIR7"
"2115","RT @MotherJones: Bernie Sanders tells supporters to keep fighting because Republicans are ""not so cocky anymore"" https://t.co/xEWV91Bgg2"
"2116","RT @BostonGlobe: Fact-checking President Trump’s speech to Congress: https://t.co/eYrultWgd6 #JointSession #JointAddress https://t.co/plGtc…"
"2117","""The push for paid family leave and focus on education was all Ivanka Trump."" Washington Post https://t.co/njkHDhxq62"
"2118","Melania and Ivanka Trump Wore Flashy Designer Outfits for President Trump’s Congress Speech - … https://t.co/8lYr7xA2K7"
"2119","RT @BrentBozell: The media treated Obama's first speech to Congress like a coronation. Don't count on same treatment for Trump. https://t.c…"
"2120","Celebs React to Trump Speech: 'Suck a Bag of Soiled D*cks' https://t.co/KKm3oXv2qV via @BreitbartNews"
"2121","RT @GODBLESSAMERIC: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/rjaj8z93mJ https://t.co/Dr…"
"2122","Trump pledges ‘paid family leave’ and affordable child care policies in first speech to Congress… https://t.co/Mq1Q4xBIzp"
"2123","RT @FoxNews: .@POTUS: ""None are greater or braver than those who fight for America in uniform."" #TrumpAddress https://t.co/dAlG7h8ytD https…"
"2124","RT @Jezebel: Democratic women in congress wore their best suffragette whites to Trump's speech. https://t.co/V2bQ9yiOid https://t.co/uZbR6B…"
"2125","The Note: Diving into Trump’s first address to Congress: A look at Trump's speech last night to Congress.… https://t.co/hWCPVKdBqd"
"2126","TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech - Up from recent ... https://t.co/qJ6Y5hBisQ https://t.co/iXm0zMq2kM"
"2127","RT @FoxBusiness: President #Trump's first speech to Congress: Buy American, Hire American   https://t.co/hV63jUlMxx"
"2128","RT @capitolreport: Trump shifts tone but not policies in speech to Congress https://t.co/4XMrMdC0uG https://t.co/9DCgjWLNWp"
"2129","RT @Fusion: There is no 'New Trump' –– Good ol' Trump's speech to Congress was full of ugly, dangerous lies about immigrants: https://t.co/…"
"2130","RT @AbrasiveDavid: Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/0uylygU76g via @YouTube"
"2131","RT @ChicagoCouncil: Trump Vs. Trump In His Speech To Congress - @philipilevy flags contradictions in the global econ portions, @forbes http…"
"2132","RT @3lectric5heep: MSNBC’s Celebrity Panel Criticizes Trump’s Speech To Congress [VIDEO] https://t.co/inO3sDeBuP @3lectric5heep"
"2133","RT @JasonMillerinDC: CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/Jtqo5Ylt5f"
"2134","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"2135","RT @faagifts: @realDonaldTrump *HOW WOULD YOU RATE PRESIDENT TRUMP SPEECH TO CONGRESS?? ((PLEASE RETWEET VIRAL))"
"2136","Trump Failed To Mention Victims Of White Supremacists In His First Speech To The U.S. Congress https://t.co/MHvfj5uIU5"
"2137","Handicapping #taxreform @politico @AHFMag @HousingACTION @CohnReznick @HousingAdvGroup #LIHTC #HousingParty  https://t.co/gyhgBUPKHE"
"2138","RT @dcexaminer: Snap poll: Trump soars following speech to Congress https://t.co/PsQwpqSDXE https://t.co/ZcMRRx9itU"
"2139","Former President Of Mexico Trolled Trump's Congress Speech In The Best Way (TWEET). Tuesday evening, President... https://t.co/KzniSgWaIH"
"2140","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/LCg1tVMWkj via @YouTube"
"2141","RT @KDorr45: ICYMI: Viewers strongly approve of @POTUS speech to Congress https://t.co/hSXz3fB0Lv"
"2142","RT @Harlan: In Congress speech, Trump stood to unify while Democrats sat to divide

Great piece @kayleighmcenany! https://t.co/MCNrpZDHFk"
"2143","RT @TrumpIsTheTrue: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/tXycV5vDov https://t.co/SJ…"
"2144","Trump pledges ‘paid family leave’ and affordable child care policies in first speech to Congress… https://t.co/76YYt9lfw5"
"2145","RT @redsoutrage: Celebrities Attack Trump During His Speech To Congress https://t.co/yeY57OW7s2"
"2146","RT @BoSnerdley: Two early polls: Trump’s speech was a winner https://t.co/Ks8dEIwq7s"
"2147","#MARKETNEWS Trump pledges ‘paid family leave’ and affordable child care policies in first speech to Congress https://t.co/VSqc8c0QP1"
"2148","RT @NPR: NPR reporters dig into President Trump’s speech and annotate it with their own reporting https://t.co/gFtxkmjKbt https://t.co/uwcT…"
"2149","RT @CNN: A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/pHVoc9mRrw https://t.co/GW6I1YC48B"
"2150","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/dxKGiTs5pa via @YouTube"
"2151","RT @theblaze: Liberal pundit Van Jones says Trump ‘became the president’ in his speech to Congress https://t.co/zHDQRB8lOT https://t.co/IWl…"
"2152","#Entertainment: TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech https://t.co/LBGqhSvaZU #H… https://t.co/mwinRtNJ1w"
"2153","RT @edyong209: The three failures of Trump's speech to Congress https://t.co/bCYARjHOt0"
"2154","RT @The_Trump_Train: RETWEET if you think President Trump is giving an excellent speech and valid points to congress! #JointAddress #MakeAm…"
"2155","Trump pledges ‘paid family leave’ and affordable child care policies in first speech to… https://t.co/x9KsitX7ik #econ #mises #keynes"
"2156","Viewers strongly approve of Trump's speech to Congress https://t.co/jFSOU2lN8s"
"2157","RT @dcexaminer: Media applaud Trump's first speech to Congress https://t.co/DP2vqHG0Q3 https://t.co/tqbdnnAM0o"
"2158","I added a video to a @YouTube playlist https://t.co/tazlssAGi1 Trump Addresses Congress- Full Speech"
"2159","Trump is (still) spoiling for a trade war https://t.co/lcrykyFOx1"
"2160","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"2161","RT @KDorr45: ICYMI: Viewers strongly approve of @POTUS speech to Congress https://t.co/hSXz3fB0Lv"
"2162","RT @Independent: Trump wrote his first speech to Congress entirely by himself, says Mike Pence https://t.co/wHymG5kkh1 https://t.co/opBVTN5…"
"2163","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"2164","Washington – Record 3 Million Tweets Sent On Trump’s Speech To Congress -  - See More @ https://t.co/UjvOW503oJ"
"2165","Trump: Blah Blah Blah Blah Blah ‘Speech To Congress Or Whatever’ Blahblahblah. A Wonkette Liveblog! https://t.co/tCnPsYd5hK via @Wonkette"
"2166","RT @Jezebel: Democratic women in congress wore their best suffragette whites to Trump's speech. https://t.co/V2bQ9yiOid https://t.co/uZbR6B…"
"2167","RT @FoxNews: 'A Very Encouraging Night': @SenTedCruz Reacts to @realDonaldTrump's Address https://t.co/oDr5doJKUN"
"2168","RT @piersmorgan: My new @DailyMail is about President Trump's speech to Congress &amp; the astonishing dignity of a Navy SEAL widow. 
Posting s…"
"2169","RT @CBSEveningNews: Viewers strongly approve of Trump's speech to Congress https://t.co/apd1MEdEGh"
"2170","RT @Reuters: The main themes of Trump's speech to Congress: https://t.co/Kum1JLskV9 https://t.co/1kZJL1rBWe"
"2171","TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech 
Up from recent State of the Union address… https://t.co/xdpTO8VGx0"
"2172","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"2173","RT @CNN: A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/pHVoc9mRrw https://t.co/GW6I1YC48B"
"2174","There’s much more to the story of the fallen Navy SEAL Trump praised in his speech to Congress - Vox https://t.co/CgxkBQXB3p"
"2175","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"2176","Trump pledges ‘paid family leave’ and affordable child care policies in first speech to Congress: Child… https://t.co/v3ZkEPslEX MARKETWATCH"
"2177","RT @billboard: Stephen Colbert dedicates live show to mocking Trump's speech to Congress https://t.co/QucEidwcD2 https://t.co/WKIpqegYLs"
"2178","MSNBC’s Celebrity Panel Melts Over Trump’s Speech To Congress [VIDEO] https://t.co/5W9qs3xiqS via @dailycaller"
"2179","DONALD TRUMP - NEW GOVERNMENT AGENCY to keep track of immigrant crime Trump First Speech to Congress: https://t.co/T7YdemifHD <U+043D><U+0430>"
"2180","RT @Independent: Trump wrote his first speech to Congress entirely by himself, says Mike Pence https://t.co/wHymG5kkh1 https://t.co/opBVTN5…"
"2181","RT @mitchellvii: CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/InNAV9eesK"
"2182","RT @BruceBartlett: 13 lies in Trump's speech last night. https://t.co/3KVSiNPZAl"
"2183","RT @ColinKahl: ""Every jihadist who carried out a lethal attack in the U.S. since 9/11 was a citizen or legal resident."" https://t.co/pyiVrb…"
"2184","RT @LindaSuhler: President Trump promises 'renewal of American spirit' in Congress speech
#JointAddress #MAGA #JointSession 
https://t.co/Q…"
"2185","RT @LindaSuhler: Viewers strongly approve of President Trump's speech to Congress
#JointAddress #JointSession #MAGA
https://t.co/4jVHLqDwp3"
"2186","RT @NewssTrump: How Donald Trump intends ‘to make America Great Again’: First Speech to Congress analysed https://t.co/1FUuArtAtU https://t…"
"2187","RT @THEHermanCain: SPECIAL THCS: Discussion and comments about President Trump's speech to Congress last night. WATCH LIVE on YouTube. http…"
"2188",".@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/JCJqaF0ZOv"
"2189","RT @_Girl_News: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/TpTD8r8mgx https://t.co/Qagf5E…"
"2190","RT @beldch: Liberal pundit Van Jones says Trump ‘became the president’ in his speech to Congress https://t.co/fYnSahzYqW https://t.co/hFwPm…"
"2191","When you fact-check Donald Trump's latest speech, you find that even the technically true parts aren't really true https://t.co/RiTxT8KczT"
"2192","Winners and losers from President Trump’s huge speech to Congress https://t.co/nUK1vQxvdd https://t.co/7qgGqSSp68"
"2193","12 Blatant Lies in Trump's Speech to Congress That the Fact-Checkers Missed

by @jacobsullum

via @reason

https://t.co/zRWzFAnaqF"
"2194","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"2195","Trump Failed To Mention Victims Of White Supremacists In His First Speech To The U.S. Congress https://t.co/upPHwvw4oK"
"2196","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"2197","RT @CNN: Van Jones on Trump honoring a Navy SEAL's widow: ""He became President of the United States in that moment, period"" https://t.co/Q4…"
"2198","@newtgingrich @zoomlensgal  http://pretty much all lies https://t.co/8gsWhJDGfg"
"2199","RT @mcgilh: Celebs React to Trump Speech: 'Suck a Bag of Soiled D*cks' https://t.co/8898OkZaN8"
"2200","TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech https://t.co/U0ojB6c4tS"
"2201","RT @scullymike: Trump prepares for speech to Congress https://t.co/k7fN9bhDuu"
"2202",".@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/hfVSlm0tqB"
"2203","RT @AddisonGarciaH: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/lRX5HBHqIC https://t.co/5Z…"
"2204","RT @CNNPolitics: Lawmakers marvel at Trump's smooth and measured speech https://t.co/zMyMppnK0b https://t.co/SRi7GQOrh4"
"2205","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"2206","RT @THR: TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech https://t.co/fyElagIEFP https://t.co/gtxdbEQQoj"
"2207","#Trump speech sends Dow zooming above 21,000 for first time #President #Congress https://t.co/hXtSnxMjXy https://t.co/LSiQZtoiRd"
"2208","RT @ezraklein: ""Trump is only ever performing the role of the president; he’s never doing the job"" https://t.co/jxb4x6r962"
"2209","RT @Jezebel: Democratic women in congress wore their best suffragette whites to Trump's speech. https://t.co/V2bQ9yiOid https://t.co/uZbR6B…"
"2210","""The most speech like speech!""  Lol! Is this the special Olympics for Presidents!

https://t.co/qXNng2Mz9m via @TPM"
"2211","Trump's Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe https://t.co/HWr1Ol6QnT"
"2212","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"2213","RT @KatrinaNation: The Racism of ‘The Least Racist Person’ in Trump’s Speech to Congress https://t.co/qUFUXCjDZA"
"2214","RT @politicususa: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/RXQLLGLc7P #p2 #p2b #ct…"
"2215","@realDonaldTrump's Congress speech was a heroic effort in contradiction and cliche https://t.co/kwCxoHv7P2
Unduly kind review, IMHO"
"2216","Democrats' response to Trump: 'Reckless' president will 'rip' health care away from working class  https://t.co/fMvEjX4Rna"
"2217","A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/qorz51v80N by #CNN via… https://t.co/VXKpsYIRTC"
"2218","RT @FoxNews: .@POTUS: ""My job is not to represent the world. My job is to represent the United States of America."" #TrumpAddress https://t.…"
"2219","Commerce Secretary wears custom-made $600 slippers to Trump's speech https://t.co/bTNt2B2uDa @MailOnline"
"2220","RT @frankrichny: Same swill, but doused in perfume. A Circus on tonight’s Trump speech @nymag. https://t.co/8rNotxtQB9"
"2221","‘Who’s gonna take on Wall Street?’ Sanders trolls Trump’s ‘drain the swamp’ pledge — RT America https://t.co/dM6iUcWb7h"
"2222","Donald Trump’s speech to Congress was just another reflection of his defilement of our institutions via @Slate 
https://t.co/rS0zSclPsb"
"2223","RT @axios: The ""very positive"" reactions to POTUS first speech to Congress:

Trump 57%
Obama 68%
Bush 66%

https://t.co/KtvdvtkPwq"
"2224","RT @Independent: Donald Trump made 61 statements in his speech. 51 were false https://t.co/lo8NB6Rcok"
"2225","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"2226","‘Who’s gonna take on Wall Street?’ Sanders trolls Trump’s ‘drain the swamp’ pledge https://t.co/46wV4pdJmN"
