"","x"
"1356","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"1357","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"1358","Ends TONIGHT! Enter to #Win — $1,000 Macy’s Gift Card #Giveaway &amp; Shop the Super Saturday (AND Sunday) Sale… https://t.co/tzwxkTE0Rd"
"1359","Kohl's, Macy's turn landlords in bid to unlock real estate value - Yahoo Finance https://t.co/93tUM38uvM #Irvine #RealEstate ChristinaKhan…"
"1360","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1361","Macy's Super Saturday Sale And Giveaway https://t.co/RFV8mbyx41 via @RockstarEmperor"
"1362","Macy's earnings beat expectations but revenue falls short
#investing #business #finance #markets #news
https://t.co/4sGtIcia8g"
"1363","CLOSEOUT! Kingston 6-Pc. Comforter Set, Only At Macy's https://t.co/3woRs60JDU 
Sale $28.99! 
Orig. $120.00 - 150.00
Was $39.97"
"1364","If you're looking for work in #Honolulu, HI, check out this #job: https://t.co/7xeeHAX0Fk #Sales #Hiring #CareerArc"
"1365","RT @consumerist: After its recent mass closure of stores, Macy's will also shut down another 34 in the coming years. https://t.co/ogt1ecEMfH"
"1366","RT @TheGoldWaterUS: Macy’s Announces They Will No Longer Donate to Planned Parenthood https://t.co/DrAQfqMU6a https://t.co/Ksz7GL2FDu"
"1367","We're #hiring! Click to apply: **Retail Cosmetics Sales - Beauty Advisor Benefit** Full Time: Honolulu, HI,... - https://t.co/sKS8TuMoou"
"1368","Macy's will cut 6,200 jobs to streamline its operations #Macys #Retail #Funding #Startup #VC https://t.co/EVtsjxRBKU https://t.co/Q4kYBZazPq"
"1369","@NewportCtr @Macys trying to return shoes!! Rude associates and management.. stay away from jersey city Macy's. Not… https://t.co/PJx1WYQ5hn"
"1370","Want to work at Macy's Retail? We're #hiring in #FederalWay, WA! Click for details: https://t.co/0c5hAClnUY #Sales #Job #Jobs #CareerArc"
"1371","Can you recommend anyone for this #job in #CulverCity, CA? https://t.co/r1HDvDIyzq #Retail #Hiring #CareerArc"
"1372","We're #hiring! Read about our latest #job opening here: **Gazebo Restaurant - Restaurant Supervisor** Full... - https://t.co/QTs03PaudD"
"1373","See our latest #Lynnwood, WA #job and click to apply: Macy's Alderwood: Clinique Business Manager - https://t.co/6EdQyM1ywk #Sales #Hiring"
"1374","Interested in a #job in #SantaBarbara, CA? This could be a great fit: https://t.co/aZZ6Bf6VHK #Retail #Hiring #CareerArc"
"1375","Join the Macy's Retail team! See our latest #job opening here: https://t.co/ULhJ1NoQeR #Hospitality #Kaneohe, HI #Hiring #CareerArc"
"1376","We're #hiring! Click to apply: Women's Shoe Sales Lead, Full Time: Spokane, WA, Macy's Spokane Valley - https://t.co/UCKFMVZ8W2 #Sales"
"1377","Want to work in #Bend, OR? View our latest opening: https://t.co/Mw69WYdQh5 #Retail #Job #Jobs #Hiring #CareerArc"
"1378","Want to work at Macy's Retail? We're #hiring in #Honolulu, HI! Click for details: https://t.co/3U4reHQaEa #FacilitiesMgmt #Job #Jobs"
"1379","Interested in a #job in #Kahului, HI? This could be a great fit: https://t.co/BiKa0ibc8Q #Sales #Hiring #CareerArc"
"1380","Join the Macy's Retail team! See our latest #job opening here: https://t.co/tUHGCyHiNm #Retail #EastWenatchee, WA #Hiring #CareerArc"
"1381","We're #hiring! Read about our latest #job opening here: **Gazebo Restaurant - Prep Cook**, Part Time:... - https://t.co/fQ2DBmGiXN"
"1382","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Beauty Advisor - Flex:... - https://t.co/kGnCf7s1nR #Sales"
"1383","RT @KOB4: Woman allegedly fled police before trying to hide in Macy's https://t.co/fExKomutoE"
"1384","KOB4: Woman allegedly fled police before trying to hide in Macy's https://t.co/Qzuj9iNX8W"
"1385","Woman allegedly fled police before trying to hide in Macy's - Bernalillo County Sheriff’s Deputies arrested a w... https://t.co/Snrq72e36f"
"1386","Woman allegedly fled police before trying to hide in Macy's https://t.co/fExKomutoE"
"1387","This #job might be a great fit for you: **Retail Cosmetics Sales - Beauty Advisor Clinique** Full Time:... - https://t.co/RRyCTxUVBe #Sales"
"1388","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"1389","After its recent mass closure of stores, Macy's will also shut down another 34 in the coming years. https://t.co/ogt1ecEMfH"
"1390","Macy's, what are you thinking? We want Marshall Field's back: https://t.co/dQQySMBwoA"
"1391","We're #hiring! Read about our latest #job opening here: Retail Sales, Flex: Broomfield, CO, Macy's Flatiron... - https://t.co/ukGHSNkSwv"
"1392","Macy's Profit Drops 13% As Store Closures, Layoffs Take Their Toll https://t.co/wLTKATgCAl"
"1393","Macy's Profit Drops 13% As Store Closures, Layoffs Take Their Toll https://t.co/sJoCSq5H6Q"
"1394","Pyrex 22 Piece Food Storage Container Set Only $24.99 From Macy’s https://t.co/r3tcR0irSM"
"1395","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Beauty Advisor - Flex:... - https://t.co/sMuIKiDOXm #Sales"
"1396","Want to work in #Bellevue, WA? View our latest opening: https://t.co/3zoIQfa5EU #Retail #Job #Jobs #Hiring #CareerArc"
"1397","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1398","This #job might be a great fit for you: **Asset Protection / Loss Prevention Detective** Part Time:... - https://t.co/u2QOE82sMy #Finance"
"1399","This #job might be a great fit for you: Macy's Logistics: Asset Protection, Part Time - https://t.co/R5iNggLqEH #Finance #Tukwila, WA"
"1400","Can you recommend anyone for this #job in #Concord, CA? https://t.co/N3y111WgwB #Finance #Hiring #CareerArc"
"1401","Getting my watch fixed.  (@ Macy's) on #Yelp https://t.co/KLO2nB1Z9D"
"1402","See our latest #Bellevue, WA #job and click to apply: Macy's Bellevue Square: Sales Supervisor - https://t.co/r2LJr30qES #Retail #Hiring"
"1403","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1404","Want to work in #Olympia, WA? View our latest opening: https://t.co/AOAFxS3FSM #Sales #Job #Jobs #Hiring #CareerArc"
"1405","If you're looking for work in #Tukwila, WA, check out this #job: https://t.co/ubgSx67hv8 #Retail #Hiring #CareerArc"
"1406","This #job might be a great fit for you: Retail Cosmetics Sales - Beauty Advisor - Flex: Santa Clarita, CA,... - https://t.co/zXNiRBrSQO"
"1407","Want to work in #Honolulu, HI? View our latest opening: https://t.co/VW5ol5f0By #FacilitiesMgmt #Job #Jobs #Hiring #CareerArc"
"1408","If you're looking for work in #Maplewood, MN, check out this #job: https://t.co/jXdLk5iGhR #Sales #Hiring #CareerArc"
"1409","Can you recommend anyone for this #job? **Retail Cosmetics Sales - IMPULSE Beauty Artist and Sales Advisor**... - https://t.co/evYxezCbuU"
"1410","Please RT #weddings #brides Nambe Skye Dinnerware Collection at Macy?s + A Giveaway! https://t.co/UgLNEpQsPA"
"1411","This #job might be a great fit for you: Asset Protection / Loss Prevention Security Guard, Part Time:... - https://t.co/wcwv88STXc #Finance"
"1412","Can you recommend anyone for this #job in #Austin, TX? https://t.co/IKUnrd1eOF #Finance #Hiring #CareerArc"
"1413","Want to work at Macy's Retail? We're #hiring in #Murray, UT! Click for details: https://t.co/ojq6VnrFHK #Hospitality #Job #Jobs #CareerArc"
"1414","Can you recommend anyone for this #job? Retail Visual Merchandiser, Part Time: Spokane, WA, Macy's Spokane... - https://t.co/40XsrsfExZ"
"1415","Macy's on #Yelp: My aunt came to exchange some shoes from the Galleria location. 
I had no intention of buying anyt… https://t.co/DlKnFvLGld"
"1416","TAKE 20% OFF Most remaining items on your #Macy's #Wedding registry for 6 months after your big day! +More!
#Sale https://t.co/SJofCPL77B"
"1417","Can you recommend anyone for this #job in #Bellevue, WA? https://t.co/mBm4aXrXaN #Sales #Hiring #CareerArc"
"1418","What Walmart, Macy's and Home Depot Are Saying About Retail - eMarketer https://t.co/DYzaE8jUPO via @eMarketer"
"1419","Can you recommend anyone for this #job? Asset Protection / Loss Prevention Detective, Full Time: Ventura,... - https://t.co/Fdk3TyWJ7C"
"1420","Can you recommend anyone for this #job? Asset Protection / Loss Prevention Detective, Full Time: Henderson,... - https://t.co/GlkBddeeGX"
"1421","Want to work in #Burlington, WA? View our latest opening: https://t.co/XDt4oe3Z89 #Finance #Job #Jobs #Hiring #CareerArc"
"1422","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/OXvg5h7fbK #Sales #Appleton, WI #Hiring #CareerArc"
"1423","Macy's Troubles Can Soon Bring A Buying Opportunity https://t.co/qeJprPyDxO"
"1424","I checked in at Macy's on #Yelp https://t.co/BfzUGbYy0w"
"1425","See our latest #Edina, MN #job and click to apply: **Retail Cosmetics Sales - Beauty Advisor Shiseido** Part... - https://t.co/C7Y2AjPyLF"
"1426","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1427","Macy’s Baby Sale!! 50% OFF + EXTRA 20% OFF!! -  https://t.co/2OJr9HXQv6 https://t.co/AYQd5qzVhI"
"1428","Want to work in #ShermanOaks, CA? View our latest opening: https://t.co/QlpEf6R03k #Sales #Job #Jobs #Hiring #CareerArc"
"1429","See our latest #Hyattsville, MD #job and click to apply: Macy's Mall At Prince Georges: Sales Supervisor - https://t.co/lu1QhoSCG8 #Retail"
"1430","Macy’s Baby Sale!! 50% OFF + EXTRA 20% OFF!! - https://t.co/8V4CdoL4bf #BabyClothes https://t.co/uExFZoZePX"
"1431","Macy’s Baby Sale!! 50% OFF + EXTRA 20% OFF!! - https://t.co/hm6LjEjSza #BabyClothes https://t.co/Ps1kk4Pyyy"
"1432","Macy's Baby Sale!! 50% OFF + EXTRA 20% OFF!! - https://t.co/wGn3Jp8yGl #BabyClothes https://t.co/0SEL4gyqVK"
"1433","See our latest #Honolulu, HI #job and click to apply: **Retail Cosmetics Sales - Beauty Advisor Clinique**... - https://t.co/KoE69RrTDj"
"1434","You better hurry if you want to checkout Macy's closing sale at the Plymouth Meeting Mall. It is being picked... https://t.co/HzNnl2PCzx"
"1435","RT @PremierMounts: Macy’s Uses Interactivity, Customization to Expand Reach to Millennials via @commintegrator : https://t.co/yTdfY2ctqZ #a…"
"1436","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"1437","See our latest #Carbondale, IL #job and click to apply: Retail Support - Receiving, Flex: Carbondale, IL,... - https://t.co/L2q1oFl3uQ"
"1438","Want to work in #SanDiego, CA? View our latest opening: https://t.co/ZQFCYyf1j5 #Retail #Job #Jobs #Hiring #CareerArc"
"1439","I just added this to my closet on Poshmark: <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>Flowy Macy's blue dress <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> skater tiered. https://t.co/awc0osfP9Y via @poshmarkapp #shopmycloset"
"1440","Want to work at Macy's Beauty? We're #hiring in #LosAngeles, CA! Click for details: https://t.co/G4Vv7sxiDJ #Sales #Job #Jobs #CareerArc"
"1441","Can you recommend anyone for this #job in #Portland, TN? https://t.co/VmGdlZboG4 #SupplyChain #Hiring #CareerArc"
"1442","If you're looking for work in #KailuaKona, HI, check out this #job: https://t.co/y2Pi5jDCje #FacilitiesMgmt #Hiring #CareerArc"
"1443","Can you recommend anyone for this #job? Macy's Downtown Walla Walla: VP Store Manager - https://t.co/ZQVGvQxKfF #Retail #WallaWalla, WA"
"1444","Interested in a #job in #Hyattsville, MD? This could be a great fit: https://t.co/2TJpVEl3oM #Retail #Hiring #CareerArc"
"1445","Can you recommend anyone for this #job in #Downey, CA? https://t.co/buQf8tox5V #Sales #Hiring #CareerArc"
"1446","Join the Macy's Retail team! See our latest #job opening here: https://t.co/tLyGIgg4nh #Hospitality #Novi, MI #Hiring #CareerArc"
"1447","We're #hiring! Read about our latest #job opening here: Retail Selling Floor Lead, Full Time: Saugus, MA,... - https://t.co/GXF9M3wR7M"
"1448","Interested in a #job in #Minooka, IL? This could be a great fit: https://t.co/kphN6YNerW #SupplyChain #Hiring #CareerArc"
"1449","If you're looking for work in #Sacramento, CA, check out this #job: https://t.co/WHt8amfByQ #Finance #Hiring #CareerArc"
"1450","This #job might be a great fit for you: Retail Administrative Support Team, Part Time: Orlando, FL, Macy's... - https://t.co/M6GAuCSO79"
"1451","Want to work at Macy's Retail? We're #hiring in #WhitePlains, NY! Click for details: https://t.co/dMTr0NgXxU #Finance #Job #Jobs"
"1452","Can you recommend anyone for this #job in #Sarasota, FL? https://t.co/lgnyNrQyQF #Sales #Hiring #CareerArc"
"1453","Interested in a #job in #Reno, NV? This could be a great fit: https://t.co/hST8E7SsXx #Sales #Hiring #CareerArc"
"1454","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1455","Interested in a #job in #Bellevue, WA? This could be a great fit: https://t.co/5aSn6WtBKW #Sales #Hiring #CareerArc"
"1456","We're #hiring! Click to apply: Retail Visual Merchandiser Lead, Full Time: Ocala, FL, Macy's Paddock - https://t.co/PfQB4LUqFF #Ocala, FL"
"1457","We're #hiring! Click to apply: Lakeshore Grill Restaurant - Line Cook , Part Time: Novi, MI, Macy's Twelve... - https://t.co/aIc90InSkv"
"1458","If you're looking for work in #Spokane, WA, check out this #job: https://t.co/BcgaynKc6s #Retail #Hiring #CareerArc"
"1459","Want to work at Macy's Retail? We're #hiring in #Rochester, MN! Click for details: https://t.co/KmHm8k5ceF #Sales #Job #Jobs #CareerArc"
"1460","We're #hiring! Read about our latest #job opening here: **Retail Cosmetics Sales - Beauty Advisor Shiseido**... - https://t.co/Za51qPFORQ"
"1461","We're #hiring! Click to apply: Macy's Downtown Metro Center: Sales Supervisor - https://t.co/kym2kGHBZl #Retail #Washington, DC #Job #Jobs"
"1462","Department stores like Macy's and Kohl's continue to try to win over younger consumers - https://t.co/FH1nxqWn0I"
"1463","Join the Macy's Retail team! See our latest #job opening here: https://t.co/9asUSrSFz3 #Retail #Manhasset, NY #Hiring #CareerArc"
"1464","We're #hiring! Read about our latest #job opening here: Macy's Backstage **Team Member** *Flexible... - https://t.co/aHMsnvwalO #Dulles, VA"
"1465","If you're looking for work in #Manchester, CT, check out this #job: https://t.co/N75RtwsAYu #Retail #Hiring #CareerArc"
"1466","See our latest #Miami, FL #job and click to apply: Retail Support - Receiving, Flex: Miami, FL, Macy's The... - https://t.co/vxfKNx9Bca"
"1467","Macy’s Inc $M Given a $35.00 Price Target at RBC Capital Markets https://t.co/IhvGS4cqxs #acn"
"1468","Can you recommend anyone for this #job in #Arlington, VA? https://t.co/bFlNnynTdN #Retail #Hiring #CareerArc"
"1469","Can you recommend anyone for this #job? Retail Cosmetics Sales - Beauty Advisor - Flex: Lima, OH, Macy's... - https://t.co/8r6CZccQj7"
"1470","We're #hiring! Read about our latest #job opening here: Macy's Logistics: Security Investigator, Full Time - https://t.co/mwRGSpImvy"
"1471","We're #hiring! Click to apply: Asset Protection / Loss Prevention Detective, Full Time: Metairie, LA, Macy's... - https://t.co/79Edo5gbTs"
"1472","We're #hiring! Click to apply: Retail Support - Pricing Team Lead, Part Time: Indianapolis, IN, Macy's... - https://t.co/8XbcUtbudQ #Retail"
"1473","JANUARY 15, 2016
Exclusive: Did Teresa Giudice Work As A Buyer For Macy’s As She Claims?
https://t.co/PFVUse9YJY https://t.co/G0psiqa8zO"
"1474","Join the Macy's Retail team! See our latest #job opening here: https://t.co/8AgOpuWJWz #Finance #HuntingtonStation, NY #Hiring #CareerArc"
"1475","@Macys mislabelling on product misleads consumer to pay more at Macy's"
"1476","Want to work in #Indianapolis, IN? View our latest opening: https://t.co/5ToJBRDjxa #Retail #Job #Jobs #Hiring #CareerArc"
"1477","Can you recommend anyone for this #job in #Honolulu, HI? https://t.co/tLnzrj811C #FacilitiesMgmt #Hiring #CareerArc"
"1478","This #job might be a great fit for you: Retail Sales - Fragrances, Full Time: Greendale, WI, Macy's... - https://t.co/sGObbQiXR5 #Sales"
"1479","We're #hiring! Read about our latest #job opening here: **Maintenance Technician** Part Time: Lewiston, ID,... - https://t.co/MMlEmRuAaw"
"1480","Will Macy's Be Bought? - https://t.co/cCEN1uhZ6b"
"1481","Will Macy's Be Bought? https://t.co/pCz5c94AAL https://t.co/VOTa9GPqdM"
"1482","Can you recommend anyone for this #job in #PaloAlto, CA? https://t.co/FErR2Zh59F #Sales #Hiring #CareerArc"
"1483","If you're looking for work in #Tucson, AZ, check out this #job: https://t.co/pTkfbK9xH4 #Retail #Hiring #CareerArc"
"1484","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"1485","We're #hiring! Click to apply: Macy's Pembroke Lakes: Jewelry Sales Supervisor - https://t.co/1w6EWIT3AK #Retail #PembrokePines, FL #Job"
"1486","Want to work at Macy's Retail? We're #hiring in #SanFrancisco, CA! Click for details: https://t.co/XPL9bNkjoc #IT #Job #Jobs #CareerArc"
"1487","If you're looking for work in #NewYork, NY, check out this #job: https://t.co/TfWBuYoGXB #Retail #Hiring #CareerArc"
"1488","Want to work in #Goodyear, AZ? View our latest opening: https://t.co/0SadTAuDGG #SupplyChain #Job #Jobs #Hiring #CareerArc"
"1489","We're #hiring! Read about our latest #job opening here: Retail Selling Floor Lead, Full Time: Spokane, WA,... - https://t.co/kTJmXJAaJy"
"1490","This #job might be a great fit for you: **Retail Support - Receiving** Flex: Overland Park, KS, Macy's Oak Park - https://t.co/2jM5SJ6nE4"
"1491","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/0ciGUzpWEn #Sales #Independence, MO #Hiring #CareerArc"
"1492","Want to work in #PembrokePines, FL? View our latest opening: https://t.co/1hKniy6Sy6 #Retail #Job #Jobs #Hiring #CareerArc"
"1493","We're #hiring! Click to apply: Macy's Montgomery: Sales Supervisor - https://t.co/2CAiIagPr1 #Retail #Bethesda, MD #Job #Jobs #CareerArc"
"1494","See our latest #Joppa, MD #job and click to apply: Macy's Logistics: Maintenance Mechanic III, Full Time - https://t.co/1DQR1VnJ47"
"1495","We're #hiring! Click to apply: Macy's Boca Town Center: Assistant Visual Supervisor - https://t.co/ZvnbgledD7 #Retail #BocaRaton, FL #Job"
"1496","Macy’s Inc $M Position Held by Focused Wealth Management Inc https://t.co/FfW32u9FG1"
"1497","We're #hiring! Click to apply: Macy's **Hiring Event** - Mar 11, 10:30am-4:30pm: Macy's Kenwood Towne Centre - https://t.co/keqUlHadm2"
"1498","Watch Live Stream Video of 2016 Macy's Thanksgiving Day #video #livestream #Facebooklive https://t.co/vyfqP31yeB"
"1499","RT @WatchlistN: Glacier Peak Capital LLC Takes Position in Macy’s Inc (M) https://t.co/b8gSH1uyYG"
"1500","Glacier Peak Capital LLC Takes Position in Macy’s Inc (M) https://t.co/b8gSH1uyYG"
"1501","Can you recommend anyone for this #job? **Retail Floor Ready Associate** Part Time: Arlington, VA, Macy's... - https://t.co/jUtiADZGWF"
"1502","Interested in a #job in #PembrokePines, FL? This could be a great fit: https://t.co/y32K0MKKgb #Retail #Hiring #CareerArc"
"1503","Glacier Peak Capital LLC Takes Position in Macy’s Inc $M https://t.co/10mDdWTzzw"
"1504","Want to work in #Florence, KY? View our latest opening: https://t.co/O644TXsVpt #Retail #Job #Jobs #Hiring #CareerArc"
"1505","Want to work at Macy's Retail? We're #hiring in #Memphis, TN! Click for details: https://t.co/FehNaFFSda #Sales #Job #Jobs #CareerArc"
"1506","We're #hiring! Click to apply: Retail Pricing Associate, Flex: Strongsville, OH, Macy's Southpark Mall - https://t.co/1BRfYrvNxK #Retail"
"1507","Cambria Investment Management L.P. Sells 86 Shares of Macy’s Inc $M https://t.co/4lFRqdJ7LT"
"1508","Seven Eight Capital LP Takes Position in Macy’s Inc $M https://t.co/dhUvgodfgW"
"1509","Cambria Investment Management L.P. Sells 86 Shares of Macy’s Inc $M https://t.co/wMs7e52Lj0"
"1510","Can you recommend anyone for this #job? Asset Protection / Loss Prevention Detective, Full Time: New Hyde... - https://t.co/7SMWrz3ntD"
"1511","If you're looking for work in #Olympia, WA, check out this #job: https://t.co/d9SewuJMqD #Sales #Hiring #CareerArc"
"1512","See our latest #WhitePlains, NY #job and click to apply: Retail Selling Floor Lead, Full Time: White Plains,... - https://t.co/T7DP9P0Vzp"
"1513","Interested in a #job in #OverlandPark, KS? This could be a great fit: https://t.co/k9r3EKBjgj #Retail #Hiring #CareerArc"
"1514","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/FJVzjtyU95 #Sales #Burnsville, MN #Hiring #CareerArc"
"1515","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/l0qvgMfeK0 #Sales #Orlando, FL #Hiring #CareerArc"
"1516","See our latest #NorthAttleboro, MA #job and click to apply: Macy's Emerald Square: Women's Shoe Business... - https://t.co/JYk0BQrH8b"
"1517","Macy's - Shop Fashion Clothing &amp; Accessories - Official Site - https://t.co/KkbujZN0ev https://t.co/7nNXz2uFt1"
"1518","Want to work at Macy's Retail? We're #hiring in #Edison, NJ! Click for details: https://t.co/9ThbJPalCs #Hospitality #Job #Jobs #CareerArc"
"1519","Interested in a #job in #Kentwood, MI? This could be a great fit: https://t.co/hes1qQQ0Iz #Retail #Hiring #CareerArc"
"1520","Interested in a #job in #Arlington, VA? This could be a great fit: https://t.co/fbudTVRD4v #Sales #Hiring #CareerArc"
"1521","We're #hiring! Click to apply: Macy's Shops At La Cantera: Asset Protection / Loss Prevention Manager - https://t.co/Iu0niaMwuP #Finance"
"1522","The winner is fashion!
Chic and affordable dresses from #Ivanka at Macy's
https://t.co/1B7xDtzYEg
#girlcrush https://t.co/hwlKoJi7zE"
"1523","Will Macy's Be Bought? - Seeking Alpha https://t.co/i0cf4XpN4U"
"1524","Want to work at Macy's Retail? We're #hiring in #Indianapolis, IN! Click for details: https://t.co/pVWjZa5AgA #Retail #Job #Jobs"
"1525","IBM’s Watson has a summer job working at Macy’s https://t.co/qhNbwe9pTA"
"1526","This #job might be a great fit for you: Retail Support - Receiving, Flex: Tucson, AZ, Macy's Park Place - https://t.co/w95El83sgz #Retail"
"1527","See our latest #Meriden, CT #job and click to apply: Retail Cosmetics Sales - Beauty Advisor - Flex:... - https://t.co/pGketiSDlG #Sales"
"1528","One for the SLO folks #Titanic #Macys #straus @ Macy's https://t.co/9ekEZwWNef"
"1529","RT @spotcre: #BTOW
Macy's, Inc.'s #RealEstate Cash Machine Takes Off https://t.co/T0X9Bf5y2g 
a change in #CRE #Retail"
"1530","Can you recommend anyone for this #job? **Retail Sales** Full Time: Overland Park, KS, Macy's Oak Park - https://t.co/T55YavOWL6 #Retail"
"1531","RT @tmj_WAK_sales: Want to work at Macy's Beauty? We're #hiring in #Spokane, WA! Click for details: https://t.co/IsZRc4S9bf #Sales #Job #Jo…"
"1532","Want to work at Macy's Beauty? We're #hiring in #Spokane, WA! Click for details: https://t.co/IsZRc4S9bf #Sales #Job #Jobs #CareerArc"
"1533","#BTOW
Macy's, Inc.'s #RealEstate Cash Machine Takes Off https://t.co/T0X9Bf5y2g 
a change in #CRE #Retail"
"1534","This #job might be a great fit for you: Macy's Tyson's Corner: Sales Supervisor - https://t.co/vzLEmmgeaa #Retail #McLean, VA #Hiring"
"1535","This #job might be a great fit for you: **Retail Housekeeping Associate** Full Time: Honolulu, HI, Macy's... - https://t.co/Ak3r2ejaxQ"
"1536","Interested in a #job in #Memphis, TN? This could be a great fit: https://t.co/sLUCcSmjW6 #Sales #Hiring #CareerArc"
"1537","Macy's Super Saturday Sale And Giveaway - Work Money Fun https://t.co/6eXrkkxM0T via @RockstarEmperor"
"1538","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"1539","Can you recommend anyone for this #job in #Fresno, CA? https://t.co/frhCL37Jtf #Sales #Hiring #CareerArc"
"1540","Viber bolsters chat app with buying button for Macy's, other sellers - https://t.co/FCuDGgNfhP"
"1541","Can you recommend anyone for this #job in #Honolulu, HI? https://t.co/wzQlNJfBf0 #Sales #Hiring #CareerArc"
"1542","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1543","Dillard’s, Macy’s Try to Reverse Declines - https://t.co/mztjK62b05"
"1544","See our latest #Strongsville, OH #job and click to apply: Retail Support - Receiving, Flex: Strongsville,... - https://t.co/ifaZ4PtK4J"
"1545","Interested in a #job in #Tigard, OR? This could be a great fit: https://t.co/3r1MzW0yA4 #Sales #Hiring #CareerArc"
"1546","@Macys @LenoxSqMall your Macy's has no signs at the escalators letting people know which floor things are on. The men's dept must be hidden"
"1547","Can you recommend anyone for this #job? Retail Support Team, Flex: Spokane, WA, Macy's Spokane Valley - https://t.co/2CAbYavU6i #Retail"
"1548","Can you recommend anyone for this #job? Executive Chef: Macy's Twelve Oaks - https://t.co/vkdIFsz81U #Hospitality #Novi, MI #Hiring"
"1549","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1550","Join the Macy's Retail team! See our latest #job opening here: https://t.co/LWbf7GJhL5 #Retail #Strongsville, OH #Hiring #CareerArc"
"1551","Want to work at Macy's Retail? We're #hiring in #Stamford, CT! Click for details: https://t.co/WsorhansiG #Retail #Job #Jobs #CareerArc"
"1552","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1553","Want to work at Macy's Retail? We're #hiring in #Hayward, CA! Click for details: https://t.co/EN8ByZ3HnM #SupplyChain #Job #Jobs"
"1554","We're #hiring! Click to apply: Retail Cosmetics Sales - Beauty Advisor - Flex: Metairie, LA, Macy's Lakeside - https://t.co/BxNp9fSO5m"
"1555","Want to work in #Poughkeepsie, NY? View our latest opening: https://t.co/0AyP3Go3XI #Finance #Job #Jobs #Hiring #CareerArc"
"1556","T.J. Maxx slew Macy's yet again during the holiday quarter. https://t.co/7WUfbX1Zfw"
"1557","RT @speedytomatoes: @Macys Just cancelled Macy's AmEx too. Supporting Trump family=boycott  Got it??  #GrabYourWallet"
"1558","Interested in a #job in #Spokane, WA? This could be a great fit: https://t.co/0wJKej0Grc #Sales #Hiring #CareerArc"
"1559","See our latest #Saugus, MA #job and click to apply: Macy's Square One: Receiving Team Manager - https://t.co/62DS4aUUFe #Retail #Hiring"
"1560","Can you recommend anyone for this #job in #Dulles, VA? https://t.co/kSrQvMtvc4 #Retail #Hiring #CareerArc"
"1561","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
